Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
act3_659598ac		Seeing the beast climbing the wall, she rides over to the clock tower and jumps from her position on the horse to the bottom of the tower and begins climbing it, her bow in hand and her quiver on her back.	game/scripts/acts/act3.rpy	807	"[what]"
act3_2af26ece		Anari reaches the top of the clock tower. Fury alights her eyes and she grits her teeth, firing a volley of arrows at the beast, one right after the other.	game/scripts/acts/act3.rpy	809	"[what]"
act3_59633f82		Two pierce the wolf’s right shoulder and the fourth embeds itself on his lower back. He howls in agony, almost losing his grip on Ilona.	game/scripts/acts/act3.rpy	825	"[what]"
act3_d00983fa		Nonetheless, the beast perseveres, his resolve unaffected.	game/scripts/acts/act3.rpy	827	"[what]"
act3_7f28af48		Realizing the beast is too strong to shoot down, Anari goes for the next best thing — the cargo the beast is carrying.	game/scripts/acts/act3.rpy	831	"[what]"
act3_3d271428	extend	 Ilona.	game/scripts/acts/act3.rpy	833	extend "[what]"
act3_64eb1fe1		Edwin has taken worse beatings than this as a werewolf, so when three arrows pierce him — this time in the ribs, he grits his fangs and continues on. He will live — he has to, for Ilona’s sake.	game/scripts/acts/act3.rpy	857	"[what]"
act3_f8041008		However, he’s not invincible; a few more well placed shots and he’s down, along with Ilona.	game/scripts/acts/act3.rpy	862	"[what]"
act3_4bb44fa6		Ilona, however, is not either of those. If Ilona falls, the beast will chase after her. Thus Anari aims a volley of arrows at the nun.	game/scripts/acts/act3.rpy	864	"[what]"
act3_c32f891f	il	Stay with me Edwin! Don’t lose sight of our escape. I’ll do my best to heal your wounds with- Ah!	game/scripts/acts/act3.rpy	868	il "[what]"
act3_f9587ae4		One arrow inserts itself deep into Ilona’s shoulder blade, and she winces in agony.	game/scripts/acts/act3.rpy	879	"[what]"
act3_e80d3056		Edwin struggles to contain her in his grip as she writhes about.	game/scripts/acts/act3.rpy	881	"[what]"
act3_e345c3b7		Despite this, Edwin still manages to hold her and continues onward.	game/scripts/acts/act3.rpy	883	"[what]"
act3_ceba4dd0		Two more arrows make their mark, impacting Ilona’s ribs.	game/scripts/acts/act3.rpy	899	"[what]"
act3_365edd5c	ed	Ilona! Ho-hold on, we’re almost there!	game/scripts/acts/act3.rpy	913	ed "[what]"
act3_c261de07		Time seems to slow down for Edward and Ilona. How much more agony can they endure? Edwin braces himself, trying to move past the excruciating pain of his sustained wounds.	game/scripts/acts/act3.rpy	915	"[what]"
act3_26cf0e9a		Ilona feels her senses deteriorating.	game/scripts/acts/act3.rpy	917	"[what]"
act3_a317cdc4		Against her better judgement, she looks down and sees a pool of blood.	game/scripts/acts/act3.rpy	919	"[what]"
act3_64d6c401		Her head dizzies with the thought of whose it is, and she decides to instead consider Anari.	game/scripts/acts/act3.rpy	921	"[what]"
act3_86cb4e49		What made Anari this way? What caused her to hold so much hatred in her heart?	game/scripts/acts/act3.rpy	923	"[what]"
act3_819ec9f6		Ilona can barely make out the top of the wall. A tired Edwin helps her over.	game/scripts/acts/act3.rpy	925	"[what]"
act3_38e55f0f		One final arrow impales Ilona in the back, shooting through her cleanly.	game/scripts/acts/act3.rpy	938	"[what]"
act3_0236066b		Ilona instinctively arches back from the arrow’s momentum and screams in anguish.	game/scripts/acts/act3.rpy	940	"[what]"
act3_c3e03d17		Blood stains her white dress from the hole the arrow left behind, and she can feel the blood being soaked up by her dress.	game/scripts/acts/act3.rpy	942	"[what]"
act3_66587697	ed	Ilona! No!	game/scripts/acts/act3.rpy	944	ed "[what]"
act3_3f0bc63a		Edwin is quick to react and he heaves them both over the top of the wall, lifting her very carefully as if she were an injured bird.	game/scripts/acts/act3.rpy	946	"[what]"
act3_b44c8404		The wall is stained red with their blood. Despite this, they escape Belorov.	game/scripts/acts/act3.rpy	955	"[what]"
act3_3c00a0de		Edwin marches on with Ilona in his arms. It’s too dangerous to be out in the open.	game/scripts/acts/act3.rpy	957	"[what]"
act3_930882e1		They search for a place to rest, as dusk awaits them with open arms.	game/scripts/acts/act3.rpy	959	"[what]"
act3_1790df37		Ilona heals the wound that pierced her abdomen through, and the blood slows. However, the wound does not close completely.	game/scripts/acts/act3.rpy	965	"[what]"
act3_c09b9b08		The other arrows stuck in them would prove more dangerous to deal with, with no surgical equipment to use.	game/scripts/acts/act3.rpy	967	"[what]"
act3_b20b4997	il	Edwin, set me down. You're more injured than I am.	game/scripts/acts/act3.rpy	969	il "[what]"
act3_98ed8e2a	ed	Ilona, my darling-	game/scripts/acts/act3.rpy	971	ed "[what]"
act3_1bee43df	il	{i}Darling?{/i}	game/scripts/acts/act3.rpy	973	il "[what]"
act3_c5227cc3		After the awkward exchange, Edwin gingerly sets Ilona down on the ground. He reverts to human form, his ears and face red.	game/scripts/acts/act3.rpy	985	"[what]"
act3_fe04f065		Ilona tries to heal what open wounds Edwin has, not saying a word.	game/scripts/acts/act3.rpy	987	"[what]"
act3_77b5a5e2	ed	Yes, I've — I’ve been waiting to call you that for so long.	game/scripts/acts/act3.rpy	990	ed "[what]"
act3_55362c5c	ed	What a fool I was to keep what I felt about you hidden…	game/scripts/acts/act3.rpy	993	ed "[what]"
act3_300dbbcc	ed	The time I spent without you, in that cell. It was excruciating. And that’s when I realised, how much I want you by my side.	game/scripts/acts/act3.rpy	996	ed "[what]"
act3_8b17022f	il	My, the exhaustion must be getting to you. So you weren't joking about wanting me to meet your family…	game/scripts/acts/act3.rpy	999	il "[what]"
act3_8812655e	ed	…	game/scripts/acts/act3.rpy	1002	ed "[what]"
act3_2574b4e3	il	...Thank you. It- it means a lot to me. Could we rest for a while?	game/scripts/acts/act3.rpy	1005	il "[what]"
act3_e859cf58	ed	I don't hear anyone pursuing us. Just for a moment, then…	game/scripts/acts/act3.rpy	1008	ed "[what]"
act3_0895211f		They walk for a while to search for a resting place, seeing the valley unfold before them.	game/scripts/acts/act3.rpy	1016	"[what]"
act3_f5044c0c		Ilona holds herself against Edwin's arm, and they walk laboriously on the path. Neither knew what lay before them.	game/scripts/acts/act3.rpy	1018	"[what]"
act3_3d2260d2	ed	I’m sorry.	game/scripts/acts/act3.rpy	1028	ed "[what]"
act3_ec614afc	il	About what?	game/scripts/acts/act3.rpy	1031	il "[what]"
act3_5f2bd1d9	ed	You’re right about me not saying what it is that I want to say, burying it so deep within the abyss that I can’t even reach it.	game/scripts/acts/act3.rpy	1034	ed "[what]"
act3_013bd228	ed	Even if I want to… Just maybe, if I’d come clean to the people that we met thus far, and to you, about the wolfskin; the incessant nightmares that I’ve been having....	game/scripts/acts/act3.rpy	1037	ed "[what]"
act3_75e70e59	ed	I couldn't even trust you to watch me transform...	game/scripts/acts/act3.rpy	1042	ed "[what]"
act3_84a38306	il	It’s okay. We can start over.	game/scripts/acts/act3.rpy	1047	il "[what]"
act3_ba77e81f	ed	If I’d had the courage to ask for your assistance, we could have found an alternative.	game/scripts/acts/act3.rpy	1050	ed "[what]"
act3_8c5d563b	il	We must be strong and keep our past behind us. What’s done is done.	game/scripts/acts/act3.rpy	1053	il "[what]"
act3_1889842f	il	Besides, I’m here for you now. And you are for me. I’m sure that God has tested our resolve more than enough.	game/scripts/acts/act3.rpy	1057	il "[what]"
act3_caaa550e	ed	I would like to believe that.	game/scripts/acts/act3.rpy	1060	ed "[what]"
act3_a5bf22f5		Eventually, they stop to sit under the shade of a tree, basking in its shadow. Their breath is ragged, but in sync with each other's. Ilona rests her head on Edwin’s shoulders.	game/scripts/acts/act3.rpy	1077	"[what]"
act3_108ead59		Edwin and Ilona stay silent, listening to the breathing of the other. They both feared when they would only hear silence. The grievous wounds would prove to both of them that they were alive.	game/scripts/acts/act3.rpy	1079	"[what]"
act3_e2445af9	ed	Evil breeds evil, indeed. Wherever I go, something always goes wrong.	game/scripts/acts/act3.rpy	1082	ed "[what]"
act3_ad7de645	ed	I’ve noticed hints of it. Even in these past few days - mind you, that banquet was all too much for someone like me to begin with. I used to enjoy these things, but now, I...	game/scripts/acts/act3.rpy	1085	ed "[what]"
act3_57abfc82	il	I know.	game/scripts/acts/act3.rpy	1088	il "[what]"
act3_5099e094	ed	Everybody had something to hide. That fear only led to mistrust, and this to violence… We were all alone, yet turning against each other.	game/scripts/acts/act3.rpy	1091	ed "[what]"
act3_a876c893	ed	I know I’m in no position to say this, but I see the absurdity of it all now. There is no point in hiding. It does no good.	game/scripts/acts/act3.rpy	1093	ed "[what]"
act3_ef6806eb	il	It's hard sometimes to be vulnerable, isn't it? To feel exposed, when you have no one you can trust, nobody to confide in.	game/scripts/acts/act3.rpy	1096	il "[what]"
act3_a7e36628	il	And you cannot close this distance with others, because you always second guess intentions… There’s nothing worse than feeling alone in the world.	game/scripts/acts/act3.rpy	1098	il "[what]"
act3_509efeb3	ed	Is that why Salome did what she did?	game/scripts/acts/act3.rpy	1101	ed "[what]"
act3_729a5605	il	I do not know, but I pity her…	game/scripts/acts/act3.rpy	1104	il "[what]"
act3_e12b755f		Ilona hears Edwin's breathing slow. Ilona is too weary to use any more healing magic. They can’t remove the arrows that have pierced them, or the two of them would surely bleed out and die.	game/scripts/acts/act3.rpy	1108	"[what]"
act3_8812655e_1	ed	…	game/scripts/acts/act3.rpy	1112	ed "[what]"
act3_c5d64c68	il	Edwin?	game/scripts/acts/act3.rpy	1114	il "[what]"
act3_8812655e_2	ed	…	game/scripts/acts/act3.rpy	1116	ed "[what]"
act3_d22814f6	il	Ed…	game/scripts/acts/act3.rpy	1127	il "[what]"
act3_8addbea6	ed	Yes, love. I'm still here. What is it?	game/scripts/acts/act3.rpy	1130	ed "[what]"
act3_64ba7ca0	il	Is it okay if I close my eyes for a while? I don’t think I’ll be able to hold out for any longer…	game/scripts/acts/act3.rpy	1133	il "[what]"
act3_b5c3cc09	ed	You may. I'll keep watch, so you can rest.	game/scripts/acts/act3.rpy	1136	ed "[what]"
act3_8201642d	il	I wonder — what your family is like…	game/scripts/acts/act3.rpy	1140	il "[what]"
act3_561f437f	ed	It's a big family… They'll definitely welcome you…	game/scripts/acts/act3.rpy	1142	ed "[what]"
act3_56aaef1d	il	That sounds… nice…	game/scripts/acts/act3.rpy	1148	il "[what]"
act3_3026c318		Edwin watches the brilliance of the sky and clouds, gradually darkening. With Ilona by his side, he relishes in the peace and comfort.	game/scripts/acts/act3.rpy	1154	"[what]"
act3_c008b0f0	ed	Ilona, love…	game/scripts/acts/act3.rpy	1156	ed "[what]"
act3_5debaa4c	il	I'm here. Did you need anything?	game/scripts/acts/act3.rpy	1158	il "[what]"
act3_23fbc720	ed	I-I just… I just wanted to say how much I owe to you.	game/scripts/acts/act3.rpy	1159	ed "[what]"
act3_acc7897f	il	You're always thanking me…	game/scripts/acts/act3.rpy	1161	il "[what]"
act3_d22814f6_1	il	Ed…	game/scripts/acts/act3.rpy	1164	il "[what]"
act3_1790329f	ed	Yes?	game/scripts/acts/act3.rpy	1167	ed "[what]"
act3_b01c3d37	il	Do you think you could hold me? I want to lie down…	game/scripts/acts/act3.rpy	1169	il "[what]"
act3_484c1550	ed	Of course… I'll lie down with you. We should be safe here…	game/scripts/acts/act3.rpy	1172	ed "[what]"
act3_2d34948e	il	Thank you…	game/scripts/acts/act3.rpy	1175	il "[what]"
act3_0908aba6		Ilona lays her head against Edwin's chest, and he gently wraps his arms around her. He heaves a contented sigh, yet the arrows piercing him still dig into his weary body.	game/scripts/acts/act3.rpy	1199	"[what]"
act3_91a14b6d		Edwin thinks of the time they met, reading aloud poetry and ballads together. He strokes her hair, speaking softly in a murmur. He can feel his hands wet with the blood from her wounds.	game/scripts/acts/act3.rpy	1201	"[what]"
act3_fb058630	ed	Should our journey end, so just it be.	game/scripts/acts/act3.rpy	1206	ed "[what]"
act3_0f58bdd7	extend	\nI am lost no more, I lay to rest.	game/scripts/acts/act3.rpy	1207	extend "[what]"
act3_245b9aef	ed	The sun bestows its blessings over me,	game/scripts/acts/act3.rpy	1210	ed "[what]"
act3_756631b6	extend	\nWhile you wait beside.	game/scripts/acts/act3.rpy	1211	extend "[what]"
act3_4754df53	ed	I flourish with the bountiful verdure	game/scripts/acts/act3.rpy	1214	ed "[what]"
act3_58dbcba8	extend	\nThough words are withering,	game/scripts/acts/act3.rpy	1216	extend "[what]"
act3_2dee2df1	ed	In all uncertainty we usher,	game/scripts/acts/act3.rpy	1218	ed "[what]"
act3_239981e4	ed	I bid you know: I love you.	game/scripts/acts/act3.rpy	1220	ed "[what]"
act3_99764ed5	ed	I-I love…	game/scripts/acts/act3.rpy	1222	ed "[what]"
epilogue_820d1cf2	nvlNarrator	We are found,	game/scripts/acts/epilogue.rpy	50	nvlNarrator "[what]"
epilogue_7833b4b9	nvlNarrator	Praying deep in dead of night,	game/scripts/acts/epilogue.rpy	50	nvlNarrator "[what]"
epilogue_6951b87c	nvlNarrator	You have found your path.	game/scripts/acts/epilogue.rpy	50	nvlNarrator "[what]"
epilogue_ed832fd9	nvlNarrator	\nPraying still, no end in sight,	game/scripts/acts/epilogue.rpy	50	nvlNarrator "[what]"
epilogue_aabb2be7	nvlNarrator	A pure heart perseveres.	game/scripts/acts/epilogue.rpy	50	nvlNarrator "[what]"
epilogue_93f6cb9a	nvlNarrator	\nPraying, no desire, delight,	game/scripts/acts/epilogue.rpy	50	nvlNarrator "[what]"
epilogue_cb72ea55	nvlNarrator	A serene soul you see.	game/scripts/acts/epilogue.rpy	50	nvlNarrator "[what]"
epilogue_f0ed3209	nvlNarrator	Bring back those melancholy hearts,	game/scripts/acts/epilogue.rpy	50	nvlNarrator "[what]"
epilogue_fb27f326	nvlNarrator	Cleanse these with your soul unbound.	game/scripts/acts/epilogue.rpy	50	nvlNarrator "[what]"
epilogue_3e90954b	nvlNarrator	Out of sorts, but not far gone,	game/scripts/acts/epilogue.rpy	50	nvlNarrator "[what]"
epilogue_b48f58b0	nvlNarrator	With you, nothing lost is found.	game/scripts/acts/epilogue.rpy	50	nvlNarrator "[what]"
blurry_shake_586beb18	narrator	I am feeling shaky... My vision... Is clearing...	game/scripts/blurryShake.rpy	21	narrator "[what]"
blurry_shake_a80126a2	narrator	I need new glasses...	game/scripts/blurryShake.rpy	23	narrator "[what]"
scrolling_bg_test_0ed9e88a	narrator	At the valley...	game/scripts/scrollingBackground.rpy	15	narrator "[what]"
scrolling_bg_test_14c69a92	narrator	Ilona and Edwin are walking rapidly...	game/scripts/scrollingBackground.rpy	25	narrator "[what]"
scrolling_bg_test_2bb0b4e9	narrator	and stop at their destination.	game/scripts/scrollingBackground.rpy	35	narrator "[what]"
